State,Year,Quarter,Pincode,Transaction_count,Transaction_amount
Tamil Nadu,2021,4,635109,2291857,3599042483.4035006
Tamil Nadu,2021,4,635126,1962102,2901462305.604706
Tamil Nadu,2021,4,602105,1820307,2105004028.3738217
Tamil Nadu,2021,4,641602,1806619,3224339266.1110125
Tamil Nadu,2021,4,638001,1748741,3214426277.67511
Tamil Nadu,2021,4,600100,1601658,2180876811.626523
Tamil Nadu,2021,4,641606,1599490,2680099178.036751
Tamil Nadu,2022,1,600003,62446149,95888452779.63263
Tamil Nadu,2022,1,641018,12588968,24436130479.46472
Tamil Nadu,2022,1,636006,5321118,9190335218.72433
Tamil Nadu,2022,1,635109,2529796,3995922448.343732
Tamil Nadu,2022,1,635126,2133935,3120121471.4986033
Tamil Nadu,2022,1,641602,2060478,3585502916.232564
Tamil Nadu,2022,1,602105,2034034,2412500026.8843203
Tamil Nadu,2022,1,638001,1982168,3629711418.7918158
Tamil Nadu,2022,1,641606,1862567,3056211719.8197355
Tamil Nadu,2022,1,600100,1849606,2551967667.3345017
Tamil Nadu,2022,2,600003,75241472,108938946466.4329
Tamil Nadu,2022,2,641018,14629361,27251696998.752544
Tamil Nadu,2022,2,636006,6530959,10644716245.12516
Tamil Nadu,2022,2,635109,2964991,4720223119.00359
Tamil Nadu,2022,2,635126,2492364,3589177494.7607107
Tamil Nadu,2022,2,641602,2484283,4129162575.8199277
Tamil Nadu,2022,2,602105,2411211,2767735011.169202
Tamil Nadu,2022,2,638001,2356156,4040419801.569825
Tamil Nadu,2022,2,600100,2286488,3032455837.5391455
Tamil Nadu,2022,2,641606,2193353,3271923943.3149133
Tamil Nadu,2022,3,600119,54651373,74718053576.90952
Tamil Nadu,2022,3,636014,20259438,28349190740.985077
Tamil Nadu,2022,3,641045,19099879,27635618531.8156
Tamil Nadu,2022,3,625001,11979830,20707246455.0557
Tamil Nadu,2022,3,600003,10598330,17101667469.240383
Tamil Nadu,2022,3,641602,5887176,8047928131.869511
Tamil Nadu,2022,3,635109,3057691,4763463314.477103
Tamil Nadu,2022,3,635126,2820375,4082712917.5965753
Tamil Nadu,2022,3,620008,2684155,4773527510.595255
Tamil Nadu,2022,3,641018,2642228,4984058675.54731
Tamil Nadu,2022,4,600119,82889654,111402422914.48465
Tamil Nadu,2022,4,636014,21699572,29929367291.49858
Tamil Nadu,2022,4,641045,15769128,23052180926.24506
Tamil Nadu,2022,4,625001,14703058,24536471051.54523
Tamil Nadu,2022,4,641602,7786748,10467948069.96344
Tamil Nadu,2022,4,620008,3757206,6386260127.209974
Tamil Nadu,2022,4,600009,3486481,5357295835.789652
Tamil Nadu,2022,4,635109,3336387,5059804049.212596
Tamil Nadu,2022,4,635126,3113919,4467613782.531245
Tamil Nadu,2022,4,602105,2788086,2868136486.4934983
Tamil Nadu,2023,1,635109,5561184,8063057016.0
Tamil Nadu,2023,1,600119,4538625,4883621061.0
Tamil Nadu,2023,1,635126,4452906,5794309299.0
Tamil Nadu,2023,1,602105,4421906,4386803579.0
Tamil Nadu,2023,1,600100,4280174,5211727131.0
Tamil Nadu,2023,1,641602,4234982,5928541586.0
Tamil Nadu,2023,1,600097,3616240,3835790436.0
Tamil Nadu,2023,1,600130,3203699,3418522421.0
Tamil Nadu,2023,1,600042,3158550,3522636799.0
Tamil Nadu,2023,1,600056,2853819,3714497465.0
Tamil Nadu,2023,2,635109,6139659,9025310633.0
Tamil Nadu,2023,2,600119,5065253,5552355051.0
Tamil Nadu,2023,2,635126,4957562,6554354550.0
Tamil Nadu,2023,2,602105,4924983,4818308363.0
Tamil Nadu,2023,2,641602,4655491,6490827667.0
Tamil Nadu,2023,2,600100,4630727,5547283433.0
Tamil Nadu,2023,2,600097,3915379,4179829412.0
Tamil Nadu,2023,2,600130,3621977,3872598311.0
Tamil Nadu,2023,2,600042,3418699,3882147322.0
Tamil Nadu,2023,2,600056,3048961,3955845706.0
Tamil Nadu,2023,3,635109,6976780,9850516872.0
Tamil Nadu,2023,3,635126,5715604,7173777682.0
Tamil Nadu,2023,3,602105,5683980,5273656520.0
Tamil Nadu,2023,3,600119,5624043,6047267894.0
Tamil Nadu,2023,3,641602,5456490,7047821967.0
Tamil Nadu,2023,3,600100,5209323,6169378001.0
Tamil Nadu,2023,3,600097,4287209,4566921795.0
Tamil Nadu,2023,3,600130,4205152,4325872053.0
Tamil Nadu,2023,3,600042,3826759,4251376531.0
Tamil Nadu,2023,3,600096,3464739,3677230729.0
Tamil Nadu,2023,4,635109,7538752,10522235023.0
Tamil Nadu,2023,4,635126,6313492,8120199738.0
Tamil Nadu,2023,4,602105,5916215,5359677189.0
Tamil Nadu,2023,4,641602,5901809,7347319928.0
Tamil Nadu,2023,4,600119,4994954,5595168237.0
Tamil Nadu,2023,4,600100,4942843,5977497285.0
Tamil Nadu,2023,4,600130,4003173,4323193211.0
Tamil Nadu,2023,4,600097,3861317,4316031975.0
Tamil Nadu,2023,4,600042,3652682,4153672285.0
Tamil Nadu,2023,4,641687,3551465,3938941222.0
Tamil Nadu,2024,1,635109,8108171,10830035521.0
Tamil Nadu,2024,1,602105,6604488,5787684491.0
Tamil Nadu,2024,1,635126,6517835,7841141223.0
Tamil Nadu,2024,1,641602,6399593,7505312558.0
Tamil Nadu,2024,1,600119,5590850,6039192722.0
Tamil Nadu,2024,1,600100,5348866,6273232371.0
Tamil Nadu,2024,1,600130,4572132,4829813836.0
Tamil Nadu,2024,1,600097,4193578,4590133107.0
Tamil Nadu,2024,1,641687,4032346,4199425871.0
Tamil Nadu,2024,1,600042,3819705,4220295802.0
Tamil Nadu,2024,2,635109,9010444,11956617658.0
Tamil Nadu,2024,2,641602,7295238,8373047349.0
Tamil Nadu,2024,2,635126,7274889,8643682957.0
Tamil Nadu,2024,2,602105,7139242,6124703765.0
Tamil Nadu,2024,2,600119,6135275,6522454664.0
Tamil Nadu,2024,2,600100,5871926,6660867116.0
Tamil Nadu,2024,2,600130,4844554,4993219908.0
Tamil Nadu,2024,2,641687,4715470,4687463364.0
Tamil Nadu,2024,2,600097,4571220,4828994604.0
Tamil Nadu,2024,2,600042,4186813,4530160880.0
Telangana,2018,1,500012,933013,1643061976.426294
Telangana,2018,1,500072,215623,445608318.34719795
Telangana,2018,1,500032,160428,316835725.5479444
Telangana,2018,1,500081,151698,350891989.2777426
Telangana,2018,1,500038,151246,203677310.065389
Telangana,2018,1,500016,137306,211814423.28040802
Telangana,2018,1,500018,112441,203861708.14332354
Telangana,2018,1,505001,112432,168520809.014489
Telangana,2018,1,500039,100986,152297504.0434354
Telangana,2018,1,500026,94394,188854409.19670594
Telangana,2018,2,500012,1024336,2257038218.1929708
Telangana,2018,2,500072,297195,699643124.7597772
Telangana,2018,2,500032,232439,485053256.8543969
Telangana,2018,2,500081,225115,538787867.8776424
Telangana,2018,2,500038,200504,308906616.31299764
Telangana,2018,2,500016,189347,355197452.597319
Telangana,2018,2,500018,151255,319836635.27535856
Telangana,2018,2,505001,130067,298618152.8388853
Telangana,2018,2,500039,124852,248613831.70402747
Telangana,2018,2,500026,118944,282270122.07038534
Telangana,2018,3,500012,1726388,3077635699.337487
Telangana,2018,3,500072,549460,1009515709.7381854
Telangana,2018,3,500038,535796,508792982.12914383
Telangana,2018,3,500032,492305,716119184.664336
Telangana,2018,3,504107,461234,217879741.69579607
Telangana,2018,3,500081,435889,737317606.0116308
Telangana,2018,3,500016,430231,554000289.2947192
Telangana,2018,3,500060,274570,304386021.6228584
Telangana,2018,3,500029,260895,325136953.40372956
Telangana,2018,3,500018,245913,456030786.99653006
Telangana,2018,4,500012,2576408,4841883809.168822
Telangana,2018,4,500072,978014,1574884360.6079535
Telangana,2018,4,500038,895344,760635112.1763471
Telangana,2018,4,500081,771395,1097591901.883511
Telangana,2018,4,500032,769651,1061311574.5361316
Telangana,2018,4,500016,706080,833350513.0183806
Telangana,2018,4,500018,461691,724904812.767054
Telangana,2018,4,500060,435799,429765587.88161254
Telangana,2018,4,500039,421393,595977795.5046772
Telangana,2018,4,500029,369821,469133418.6571926
Telangana,2019,1,500012,9957548,15399177052.931395
Telangana,2019,1,500072,1975646,2764091746.9875956
Telangana,2019,1,500038,1697552,1317844518.8662872
Telangana,2019,1,500081,1677796,1995814301.698573
Telangana,2019,1,500032,1636032,1881682005.7352486
Telangana,2019,1,500018,1529944,2182261089.112191
Telangana,2019,1,500016,1404149,1499878318.3139966
Telangana,2019,1,500039,903371,1095746358.6032581
Telangana,2019,1,500033,883497,1292058131.3396442
Telangana,2019,1,500060,780372,720324989.7987916
Telangana,2019,2,500012,23303184,42709920754.79193
Telangana,2019,2,500018,3085949,5218807825.907257
Telangana,2019,2,500072,2526725,3574015970.48053
Telangana,2019,2,500081,1894273,2386307157.364939
Telangana,2019,2,500038,1869936,1544355295.114236
Telangana,2019,2,500032,1780144,2227980757.008911
Telangana,2019,2,500016,1642976,2049603261.8246489
Telangana,2019,2,500050,1496961,2720759059.843043
Telangana,2019,2,500033,1480944,2546418815.7266636
Telangana,2019,2,500079,1040262,1977428087.8897567
Telangana,2019,3,500012,27360144,55516914964.120514
Telangana,2019,3,500018,3915249,6863094038.248659
Telangana,2019,3,500072,3798329,4740576706.408675
Telangana,2019,3,500081,2753426,3168448499.8658333
Telangana,2019,3,500038,2629557,2029388681.6419814
Telangana,2019,3,500032,2606169,2945721385.466215
Telangana,2019,3,500016,2385216,2712147334.8997617
Telangana,2019,3,500033,1967878,3306557806.3959007
Telangana,2019,3,500050,1855269,3468735908.6425285
Telangana,2019,3,500039,1536671,1936873014.9386618
Telangana,2019,4,500012,32637373,67244225971.71475
Telangana,2019,4,500001,6103514,11566891431.241299
Telangana,2019,4,500072,4915329,6225556780.593813
Telangana,2019,4,500018,4851385,8542375022.939508
Telangana,2019,4,500081,3658793,4133640908.2773466
Telangana,2019,4,500032,3474419,3828190545.66564
Telangana,2019,4,500038,3153300,2536028435.2275977
Telangana,2019,4,500016,2939579,3384960921.0282316
Telangana,2019,4,500033,2459039,4111941460.5223675
Telangana,2019,4,500050,2339941,4437344455.457349
Telangana,2020,1,500001,63671159,139394865595.49792
Telangana,2020,1,500072,5283290,7251265300.592133
Telangana,2020,1,500081,4030937,4658668731.2112255
Telangana,2020,1,500032,3884043,4343247128.730584
Telangana,2020,1,500038,3044785,2780437455.6805067
Telangana,2020,1,500016,2821233,3306303138.465645
Telangana,2020,1,500018,2528782,3581249603.331252
Telangana,2020,1,500039,2180737,3101743455.4914875
Telangana,2020,1,506002,2177275,4647570989.458022
Telangana,2020,1,505001,1849558,3987730977.830345
Telangana,2020,2,500001,39752686,101961882246.87434
Telangana,2020,2,500072,2779331,4714390213.642207
Telangana,2020,2,506002,2722371,6397270660.953796
Telangana,2020,2,500018,1896744,3081395010.7262
Telangana,2020,2,505001,1461977,3340696162.1287227
Telangana,2020,2,500039,1423767,2242259968.827369
Telangana,2020,2,500055,1408700,2447858964.6717243
Telangana,2020,2,500037,1403379,2230607212.6782274
Telangana,2020,2,502032,1205120,2154217533.0633264
Telangana,2020,2,500070,1125474,2262226438.58338
Telangana,2020,3,500001,70732132,177532009421.7673
Telangana,2020,3,500072,4818327,7901366588.553955
Telangana,2020,3,500018,3646086,6746066279.411854
Telangana,2020,3,500039,2336855,3855753536.4990525
Telangana,2020,3,500055,2240862,3983341841.3421497
Telangana,2020,3,505001,2235829,5204420874.87776
Telangana,2020,3,500037,2158500,3554512862.563189
Telangana,2020,3,500070,2014542,4086431822.0088406
Telangana,2020,3,506002,1859437,4359145060.253377
Telangana,2020,3,502032,1838354,3319367371.337398
Telangana,2020,4,500001,63797806,154104662898.10645
Telangana,2020,4,500072,9070883,13937755536.535961
Telangana,2020,4,500018,5643815,9675318583.896774
Telangana,2020,4,500039,3991810,6396528382.565709
Telangana,2020,4,500055,3765251,6495264678.062862
Telangana,2020,4,505001,3684087,8231302076.458456
Telangana,2020,4,500081,3671481,4383805035.137949
Telangana,2020,4,500016,3576713,5064748267.023199
Telangana,2020,4,500070,3576367,6881582556.487806
Telangana,2020,4,500037,3473445,5673537692.512934
Telangana,2021,1,500001,107274281,218270126529.36053
Telangana,2021,1,500072,10520264,15264391308.449902
Telangana,2021,1,500018,7159503,11598274057.953592
Telangana,2021,1,500081,4728444,5317903334.226204
Telangana,2021,1,500016,4385582,5762427603.927832
Telangana,2021,1,500039,4354127,6819509471.193953
Telangana,2021,1,500055,4029164,6832605636.055994
Telangana,2021,1,505001,3830885,8431766336.033277
Telangana,2021,1,500038,3830061,4315546333.829466
Telangana,2021,1,500070,3797889,7344286754.616329
Telangana,2021,2,500001,148864777,315432046413.66345
Telangana,2021,2,500072,10572910,17216422936.74786
Telangana,2021,2,500018,8266463,14460490857.729868
Telangana,2021,2,500055,4647957,8385875879.773148
Telangana,2021,2,500039,4555479,7931116247.381447
Telangana,2021,2,505001,4419442,10840946405.539165
Telangana,2021,2,500037,4123183,6944198147.351139
Telangana,2021,2,500008,4116658,6762954140.019281
Telangana,2021,2,500070,4072408,8630289664.562225
Telangana,2021,2,502032,3806010,7090541212.607969
Telangana,2021,3,500001,173430239,335290201877.6652
Telangana,2021,3,500072,14524540,22628539273.865894
Telangana,2021,3,500018,10182801,16594187696.219566
Telangana,2021,3,500039,6212786,10059415278.9652
Telangana,2021,3,500055,6087796,10446727300.200508
Telangana,2021,3,500081,6083021,7513924136.637562
Telangana,2021,3,505001,5829460,12962267281.014135
Telangana,2021,3,500016,5677699,7949955022.475481
Telangana,2021,3,500008,5643156,8713052726.933613
Telangana,2021,3,500070,5569105,10825632646.008186
Telangana,2021,4,500001,213053128,398798138080.50854
Telangana,2021,4,500072,18702806,29184043437.950966
Telangana,2021,4,500018,12702463,20697709558.67371
Telangana,2021,4,500081,8541538,10628519362.206837
Telangana,2021,4,500016,7623882,10444173793.396725
Telangana,2021,4,500039,7572515,12576999877.69634
Telangana,2021,4,500055,7434595,12863780360.610619
Telangana,2021,4,505001,7132666,16100604693.684223
Telangana,2021,4,500008,7087086,11035893878.94763
Telangana,2021,4,500070,6635068,13246403511.021183
Telangana,2022,1,500001,248675599,460948755722.1826
Telangana,2022,1,500072,20739218,32326218070.30701
Telangana,2022,1,500018,12828306,20721253232.749943
Telangana,2022,1,500081,9614248,11962556111.21791
Telangana,2022,1,500039,8602268,14279519227.676981
Telangana,2022,1,500055,8477965,14589584095.827675
Telangana,2022,1,500008,8162246,12680603631.351318
Telangana,2022,1,500016,8148392,11175639127.495972
Telangana,2022,1,505001,7982445,17776895373.23894
Telangana,2022,1,500032,7613988,9361896540.618912
Telangana,2022,2,500001,296874552,536659038240.45605
Telangana,2022,2,500072,25963855,40013861888.54491
Telangana,2022,2,500018,14981608,23798515806.52308
Telangana,2022,2,500081,14210122,17646870493.30597
Telangana,2022,2,500032,11485072,14002673625.919622
Telangana,2022,2,500039,10467649,17017841476.052551
Telangana,2022,2,500016,9992848,13620769782.70459
Telangana,2022,2,500055,9980355,17123640652.266861
Telangana,2022,2,500008,9947148,15389385446.375467
Telangana,2022,2,505001,9545797,21195096467.279808
Telangana,2022,3,500034,832279716,1276247184385.9084
Telangana,2022,3,500001,41594312,81023115302.54439
Telangana,2022,3,500072,26582641,41355794769.317184
Telangana,2022,3,500081,15668872,19358870686.21712
Telangana,2022,3,500032,13715084,16599965684.775618
Telangana,2022,3,500018,12533622,19328612477.032097
Telangana,2022,3,500039,10711855,17344732558.787483
Telangana,2022,3,500008,10565808,15897911040.449696
Telangana,2022,3,500016,10308750,13959659026.733902
Telangana,2022,3,500055,10192110,17212329189.204395
Telangana,2022,4,500034,967508435,1501499856273.482
Telangana,2022,4,500072,29837348,43828768614.90263
Telangana,2022,4,500081,18200179,21837343269.90342
Telangana,2022,4,500032,16676568,19489851410.851654
Telangana,2022,4,500018,13680565,20005071132.36766
Telangana,2022,4,500008,12242795,17462290141.4647
Telangana,2022,4,500039,11783216,18218140319.090397
Telangana,2022,4,500016,11652977,14952156779.241873
Telangana,2022,4,500055,11229616,18331355623.01084
Telangana,2022,4,505001,10568166,21675484993.731754
Telangana,2023,1,500072,48884911,69139644856.0
Telangana,2023,1,500081,31374325,36780272643.0
Telangana,2023,1,500032,28718299,32875192612.0
Telangana,2023,1,500018,23264959,32489643589.0
Telangana,2023,1,500008,21135167,28955953733.0
Telangana,2023,1,500039,20088858,29359185204.0
Telangana,2023,1,500055,19030473,29518100880.0
Telangana,2023,1,500016,18996218,23577883727.0
Telangana,2023,1,502032,17936827,27693805903.0
Telangana,2023,1,500084,17271081,23051618991.0
Telangana,2023,2,500072,58118143,80065833852.0
Telangana,2023,2,500081,37375003,43237645304.0
Telangana,2023,2,500032,34638820,39216208745.0
Telangana,2023,2,500018,26974616,36911053709.0
Telangana,2023,2,500008,24704808,33642085739.0
Telangana,2023,2,500039,23227026,33350688487.0
Telangana,2023,2,500055,22094402,33386278447.0
Telangana,2023,2,500016,21911459,26760357450.0
Telangana,2023,2,502032,21399556,32342447532.0
Telangana,2023,2,500084,20654221,27099190078.0
Telangana,2023,3,500072,65847402,88142226984.0
Telangana,2023,3,500081,41403377,46841816235.0
Telangana,2023,3,500032,37909563,43121138159.0
Telangana,2023,3,500018,30882560,40541227014.0
Telangana,2023,3,500008,28559409,36972015044.0
Telangana,2023,3,500039,26900821,36989604226.0
Telangana,2023,3,500055,25760668,36840471503.0
Telangana,2023,3,502032,25148408,36350943207.0
Telangana,2023,3,500016,25013547,29386177360.0
Telangana,2023,3,500084,23767932,30512429496.0
Telangana,2023,4,500072,69292728,91284974730.0
Telangana,2023,4,500081,41757627,48496303521.0
Telangana,2023,4,500032,38490289,44458212241.0
Telangana,2023,4,500018,32759968,42664873833.0
Telangana,2023,4,500008,30116914,38875175816.0
Telangana,2023,4,500039,28213220,38686182133.0
Telangana,2023,4,500055,27324281,39050221221.0
Telangana,2023,4,502032,27026112,38332535794.0
Telangana,2023,4,500016,25300957,30063323196.0
Telangana,2023,4,500084,24337344,31436163549.0
Telangana,2024,1,500072,69094126,88039295927.0
Telangana,2024,1,500081,43128414,49113797461.0
Telangana,2024,1,500032,40014033,45087861514.0
Telangana,2024,1,500018,33877685,42456594918.0
Telangana,2024,1,500008,31552259,39196640523.0
Telangana,2024,1,500039,29930403,38844364155.0
Telangana,2024,1,502032,28882940,39056363110.0
Telangana,2024,1,500055,28749912,38861937117.0
Telangana,2024,1,500016,25342507,29097883007.0
Telangana,2024,1,500084,24960075,31360841787.0
Telangana,2024,2,500072,76230583,93277825439.0
Telangana,2024,2,500081,47745271,52611737092.0
Telangana,2024,2,500032,43718050,47723230498.0
Telangana,2024,2,500018,37192679,45202226866.0
Telangana,2024,2,500008,34545831,41816775444.0
Telangana,2024,2,500039,32843271,41449371630.0
Telangana,2024,2,502032,32232105,42255814212.0
Telangana,2024,2,500055,31679535,41327936594.0
Telangana,2024,2,505001,27739892,45669152247.0
Telangana,2024,2,500084,27729170,33950081043.0
Tripura,2018,1,799001,9535,11029713.22537743
Tripura,2018,1,799046,8115,4481185.965617785
Tripura,2018,1,799003,7721,6889318.059385335
Tripura,2018,1,799155,7519,5383748.109126912
Tripura,2018,1,799002,6060,6393590.665619975
Tripura,2018,1,799004,4945,3958909.446629426
Tripura,2018,1,799006,4835,6148718.805493982
Tripura,2018,1,799007,4641,4240873.416960197
Tripura,2018,1,799045,4527,3312163.515499535
Tripura,2018,1,799102,4215,3628475.9295311337
Tripura,2018,2,799001,16193,22630189.05025975
Tripura,2018,2,799003,13267,13893727.162020518
Tripura,2018,2,799002,9434,13824656.411057238
Tripura,2018,2,799046,9406,4432799.96670127
Tripura,2018,2,799155,8945,5474306.142294022
Tripura,2018,2,799007,7847,8291791.644447763
Tripura,2018,2,799006,7759,10227642.941695252
Tripura,2018,2,799004,7715,7630447.348588114
Tripura,2018,2,799045,7218,6651788.938860076
Tripura,2018,2,799102,6211,6659764.110741316
Tripura,2018,3,799001,26677,41554796.06232005
Tripura,2018,3,799155,22775,13878380.349654801
Tripura,2018,3,799003,20863,26521165.492775697
Tripura,2018,3,799004,15957,15259828.623471003
Tripura,2018,3,799002,13549,21727933.41999336
Tripura,2018,3,799007,13085,14738361.157598253
Tripura,2018,3,799125,11029,5890832.270108508
Tripura,2018,3,799006,10737,18576688.886306185
Tripura,2018,3,799045,10730,11264413.648288762
Tripura,2018,3,799277,10474,6636278.515974367
Tripura,2018,4,799001,30211,53358135.459365055
Tripura,2018,4,799003,24129,33130054.552197695
Tripura,2018,4,799004,16984,15044604.790466465
Tripura,2018,4,799155,16216,16016227.927989459
Tripura,2018,4,799002,15450,31283607.328756448
Tripura,2018,4,799115,15124,6515322.042602584
Tripura,2018,4,799007,13392,19340901.48889567
Tripura,2018,4,799102,13186,24013906.297928028
Tripura,2018,4,799006,12843,27058449.477130245
Tripura,2018,4,799114,12739,17731538.275294676
Tripura,2019,1,799001,37656,58808386.11254738
Tripura,2019,1,799045,32057,22042038.32010384
Tripura,2019,1,799003,30432,34298575.86055405
Tripura,2019,1,799046,29193,18324221.165856857
Tripura,2019,1,799155,20066,15448784.364964338
Tripura,2019,1,799002,18906,33534058.550350398
Tripura,2019,1,799006,17707,34357490.78914949
Tripura,2019,1,799102,17392,28991024.254894234
Tripura,2019,1,799114,16687,21899544.30922909
Tripura,2019,1,799105,16021,9117566.43136074
Tripura,2019,2,799001,37761,70792093.22384417
Tripura,2019,2,799045,30319,21458238.372993916
Tripura,2019,2,799003,29082,40602059.270438924
Tripura,2019,2,799002,23046,43809528.62988832
Tripura,2019,2,799046,19204,10921338.980957638
Tripura,2019,2,799006,18093,35941960.945502445
Tripura,2019,2,799155,16468,22532424.095161695
Tripura,2019,2,799102,16037,30417659.361688234
Tripura,2019,2,799004,15295,19554348.303277653
Tripura,2019,2,799114,14847,26757331.919482447
Tripura,2019,3,799001,51438,93380569.27025789
Tripura,2019,3,799045,39334,29298594.069710083
Tripura,2019,3,799003,39244,53780117.536917195
Tripura,2019,3,799046,29219,15207739.612069774
Tripura,2019,3,799130,28057,3238309.1577247446
Tripura,2019,3,799002,26328,50162441.78055528
Tripura,2019,3,799102,24908,36342978.789730325
Tripura,2019,3,799006,23880,42917645.29760188
Tripura,2019,3,799114,20776,30346722.341008067
Tripura,2019,3,799004,19818,26236206.515483726
Tripura,2019,4,799001,59817,116307801.07017073
Tripura,2019,4,799045,45821,35598657.925334334
Tripura,2019,4,799003,42568,61220263.69783716
Tripura,2019,4,799002,33256,61939778.4373323
Tripura,2019,4,799046,31323,13628181.157013314
Tripura,2019,4,799006,27159,49275861.03234182
Tripura,2019,4,799114,25221,41391803.91662499
Tripura,2019,4,799102,24449,40151522.77156638
Tripura,2019,4,799004,23382,28838355.07026829
Tripura,2019,4,799007,19531,31168699.079625934
Tripura,2020,1,799001,87118,229108279.45874107
Tripura,2020,1,799045,54606,46338875.951909564
Tripura,2020,1,799003,45792,72550846.1694471
Tripura,2020,1,799002,38687,84034432.02631971
Tripura,2020,1,799046,37709,23786160.00425904
Tripura,2020,1,799006,31839,54089101.86975972
Tripura,2020,1,799102,27466,49153186.04571221
Tripura,2020,1,799114,26389,51799357.56879772
Tripura,2020,1,799004,23837,37342590.53011496
Tripura,2020,1,799007,21313,36370038.2215394
Tripura,2020,2,799001,86161,231777951.65221855
Tripura,2020,2,799003,49958,73583848.18567409
Tripura,2020,2,799002,37405,75110381.30976826
Tripura,2020,2,799006,35153,60239811.171632275
Tripura,2020,2,799102,34738,53712524.49111782
Tripura,2020,2,799004,28839,37829268.41849456
Tripura,2020,2,799114,28177,46398057.28751227
Tripura,2020,2,799155,24496,40208843.98148832
Tripura,2020,2,799205,23969,37261173.21177393
Tripura,2020,2,799007,23094,40747758.57995502
Tripura,2020,3,799001,96924,210455496.0266828
Tripura,2020,3,799003,65038,109358598.05519056
Tripura,2020,3,799006,45446,78785790.52682589
Tripura,2020,3,799102,45289,91839429.53746599
Tripura,2020,3,799114,37844,71003467.59346402
Tripura,2020,3,799002,37641,64303225.30132322
Tripura,2020,3,799004,36340,54457731.927102
Tripura,2020,3,799007,34436,58279661.01278485
Tripura,2020,3,799155,33249,56454838.99751498
Tripura,2020,3,799144,29882,54323214.01146464
Tripura,2020,4,799001,141329,295115359.2662865
Tripura,2020,4,799003,82681,147151146.0687793
Tripura,2020,4,799006,61696,108145630.55170871
Tripura,2020,4,799002,55560,100535797.21030375
Tripura,2020,4,799102,52786,111685943.64403538
Tripura,2020,4,799114,47263,92896210.52195582
Tripura,2020,4,799007,46192,84813177.69154394
Tripura,2020,4,799004,43651,71000220.55746494
Tripura,2020,4,799155,38763,70106158.70082445
Tripura,2020,4,799144,36082,72546534.16628619
Tripura,2021,1,799001,164426,351838459.6746892
Tripura,2021,1,799003,78218,150843150.2731369
Tripura,2021,1,799006,59597,112591803.35512727
Tripura,2021,1,799002,51373,102124507.47055371
Tripura,2021,1,799102,44866,119821045.16698335
Tripura,2021,1,799007,43503,84124781.34950277
Tripura,2021,1,799114,40132,92541940.02667081
Tripura,2021,1,799004,39713,72262565.21975665
Tripura,2021,1,799014,32288,62794570.68835791
Tripura,2021,1,799250,31567,63515189.29873623
Tripura,2021,2,799001,180337,373392994.57616675
Tripura,2021,2,799003,90822,155529445.10942465
Tripura,2021,2,799006,65418,113783445.13858834
Tripura,2021,2,799002,57605,107430080.57647577
Tripura,2021,2,799102,51180,115247617.3938867
Tripura,2021,2,799007,48536,88158651.8442125
Tripura,2021,2,799004,47039,81810219.06405766
Tripura,2021,2,799114,46849,96199743.14707626
Tripura,2021,2,799250,37122,74144287.76944911
Tripura,2021,2,799155,35330,68704764.73818848
Tripura,2021,3,799001,239712,491293307.22377086
Tripura,2021,3,799003,106992,191426035.85396883
Tripura,2021,3,799006,81643,144075502.84419107
Tripura,2021,3,799002,70618,133797947.46158756
Tripura,2021,3,799102,62055,136672967.2902025
Tripura,2021,3,799007,58347,114150703.73060586
Tripura,2021,3,799004,54930,99569788.42354734
Tripura,2021,3,799114,53892,123731311.35281976
Tripura,2021,3,799250,46394,101244270.42708679
Tripura,2021,3,799014,42780,80557687.52728595
Tripura,2021,4,799001,295775,586031411.957277
Tripura,2021,4,799003,131927,254466503.09277552
Tripura,2021,4,799006,96497,171670600.71489757
Tripura,2021,4,799002,86597,156698917.09374124
Tripura,2021,4,799102,71034,166663716.72451225
Tripura,2021,4,799007,70960,139950429.76039606
Tripura,2021,4,799114,64040,145294915.4439746
Tripura,2021,4,799004,60088,123338690.05052328
Tripura,2021,4,799250,57697,138474164.3670132
Tripura,2021,4,799005,54415,90474426.21293609
Tripura,2022,1,799001,331041,646519724.2691705
Tripura,2022,1,799003,146078,273820222.0061229
Tripura,2022,1,799006,110660,198187734.14251772
Tripura,2022,1,799002,99326,184391648.29607794
Tripura,2022,1,799007,81097,156834509.6687275
Tripura,2022,1,799102,75836,176590209.86560526
Tripura,2022,1,799114,73949,166978873.0450884
Tripura,2022,1,799250,71594,163105645.28297308
Tripura,2022,1,799004,65225,131348141.0895373
Tripura,2022,1,799005,63965,100090144.61204371
Tripura,2022,2,799001,407651,759465139.192843
Tripura,2022,2,799003,174182,313050332.0984084
Tripura,2022,2,799006,127250,215384605.7081984
Tripura,2022,2,799002,114792,204667703.4873031
Tripura,2022,2,799045,93306,145616980.44059926
Tripura,2022,2,799007,90692,168134583.98132753
Tripura,2022,2,799102,88619,198684750.0916176
Tripura,2022,2,799114,87313,196883972.2693556
Tripura,2022,2,799250,84082,182710246.64021888
Tripura,2022,2,799005,78379,119951133.6884234
Tripura,2022,3,799001,939704,1937548277.2018309
Tripura,2022,3,799003,187351,325824471.7983676
Tripura,2022,3,799006,144908,245071692.06024504
Tripura,2022,3,799002,122273,216718649.56432867
Tripura,2022,3,799114,104422,212784836.0453348
Tripura,2022,3,799007,103140,184210552.17301154
