State,Year,Quarter,District,Registered_users
Rajasthan,2019,3,jhunjhunu,307034
Rajasthan,2019,4,jaipur,2746860
Rajasthan,2019,4,alwar,742956
Rajasthan,2019,4,jodhpur,622601
Rajasthan,2019,4,sikar,464940
Rajasthan,2019,4,kota,441496
Rajasthan,2019,4,ajmer,426926
Rajasthan,2019,4,bhilwara,394803
Rajasthan,2019,4,nagaur,383582
Rajasthan,2019,4,udaipur,378564
Rajasthan,2019,4,jhunjhunu,344011
Rajasthan,2020,1,jaipur,2966508
Rajasthan,2020,1,alwar,825297
Rajasthan,2020,1,jodhpur,695569
Rajasthan,2020,1,sikar,522371
Rajasthan,2020,1,kota,483202
Rajasthan,2020,1,ajmer,482545
Rajasthan,2020,1,bhilwara,442746
Rajasthan,2020,1,nagaur,437492
Rajasthan,2020,1,udaipur,422167
Rajasthan,2020,1,jhunjhunu,386643
Rajasthan,2020,2,jaipur,3182014
Rajasthan,2020,2,alwar,915475
Rajasthan,2020,2,jodhpur,786584
Rajasthan,2020,2,sikar,589850
Rajasthan,2020,2,ajmer,543273
Rajasthan,2020,2,kota,529843
Rajasthan,2020,2,nagaur,507139
Rajasthan,2020,2,bhilwara,494563
Rajasthan,2020,2,udaipur,470976
Rajasthan,2020,2,jhunjhunu,438673
Rajasthan,2020,3,jaipur,3433167
Rajasthan,2020,3,alwar,1008033
Rajasthan,2020,3,jodhpur,870849
Rajasthan,2020,3,sikar,652190
Rajasthan,2020,3,ajmer,605298
Rajasthan,2020,3,kota,577117
Rajasthan,2020,3,nagaur,564788
Rajasthan,2020,3,bhilwara,548564
Rajasthan,2020,3,udaipur,522695
Rajasthan,2020,3,jhunjhunu,484411
Rajasthan,2020,4,jaipur,3679874
Rajasthan,2020,4,alwar,1096436
Rajasthan,2020,4,jodhpur,956422
Rajasthan,2020,4,sikar,712668
Rajasthan,2020,4,ajmer,667786
Rajasthan,2020,4,kota,625674
Rajasthan,2020,4,nagaur,621602
Rajasthan,2020,4,bhilwara,600492
Rajasthan,2020,4,udaipur,572833
Rajasthan,2020,4,jhunjhunu,527749
Rajasthan,2021,1,jaipur,3951866
Rajasthan,2021,1,alwar,1185599
Rajasthan,2021,1,jodhpur,1036855
Rajasthan,2021,1,sikar,770103
Rajasthan,2021,1,ajmer,723852
Rajasthan,2021,1,kota,674683
Rajasthan,2021,1,nagaur,674465
Rajasthan,2021,1,bhilwara,651400
Rajasthan,2021,1,udaipur,619264
Rajasthan,2021,1,jhunjhunu,569602
Rajasthan,2021,2,jaipur,4226231
Rajasthan,2021,2,alwar,1273307
Rajasthan,2021,2,jodhpur,1114131
Rajasthan,2021,2,sikar,826855
Rajasthan,2021,2,ajmer,776294
Rajasthan,2021,2,nagaur,726871
Rajasthan,2021,2,kota,722793
Rajasthan,2021,2,bhilwara,701929
Rajasthan,2021,2,udaipur,664816
Rajasthan,2021,2,jhunjhunu,611825
Rajasthan,2021,3,jaipur,4534297
Rajasthan,2021,3,alwar,1374586
Rajasthan,2021,3,jodhpur,1202937
Rajasthan,2021,3,sikar,892015
Rajasthan,2021,3,ajmer,835375
Rajasthan,2021,3,nagaur,787565
Rajasthan,2021,3,kota,777099
Rajasthan,2021,3,bhilwara,760232
Rajasthan,2021,3,udaipur,716657
Rajasthan,2021,3,jhunjhunu,660246
Rajasthan,2021,4,jaipur,4841883
Rajasthan,2021,4,alwar,1474129
Rajasthan,2021,4,jodhpur,1288773
Rajasthan,2021,4,sikar,955025
Rajasthan,2021,4,ajmer,892912
Rajasthan,2021,4,nagaur,845508
Rajasthan,2021,4,kota,831250
Rajasthan,2021,4,bhilwara,816969
Rajasthan,2021,4,udaipur,767224
Rajasthan,2021,4,jhunjhunu,706897
Rajasthan,2022,1,jaipur,5133527
Rajasthan,2022,1,alwar,1570711
Rajasthan,2022,1,jodhpur,1370206
Rajasthan,2022,1,sikar,1017503
Rajasthan,2022,1,ajmer,947827
Rajasthan,2022,1,nagaur,901819
Rajasthan,2022,1,kota,882916
Rajasthan,2022,1,bhilwara,871188
Rajasthan,2022,1,udaipur,816476
Rajasthan,2022,1,jhunjhunu,752608
Rajasthan,2022,2,jaipur,5409763
Rajasthan,2022,2,alwar,1661785
Rajasthan,2022,2,jodhpur,1444490
Rajasthan,2022,2,sikar,1074986
Rajasthan,2022,2,ajmer,998746
Rajasthan,2022,2,nagaur,952752
Rajasthan,2022,2,kota,931689
Rajasthan,2022,2,bhilwara,921021
Rajasthan,2022,2,udaipur,862053
Rajasthan,2022,2,jhunjhunu,795815
Rajasthan,2022,3,jaipur,5696726
Rajasthan,2022,3,alwar,1755844
Rajasthan,2022,3,jodhpur,1517702
Rajasthan,2022,3,sikar,1133443
Rajasthan,2022,3,ajmer,1050146
Rajasthan,2022,3,nagaur,1001401
Rajasthan,2022,3,kota,982248
Rajasthan,2022,3,bhilwara,971352
Rajasthan,2022,3,udaipur,908034
Rajasthan,2022,3,jhunjhunu,839052
Rajasthan,2022,4,jaipur,5975863
Rajasthan,2022,4,alwar,1843138
Rajasthan,2022,4,jodhpur,1583620
Rajasthan,2022,4,sikar,1185927
Rajasthan,2022,4,ajmer,1097266
Rajasthan,2022,4,nagaur,1043562
Rajasthan,2022,4,kota,1031196
Rajasthan,2022,4,bhilwara,1017032
Rajasthan,2022,4,udaipur,949767
Rajasthan,2022,4,jhunjhunu,876787
Rajasthan,2023,1,jaipur,6247095
Rajasthan,2023,1,alwar,1931404
Rajasthan,2023,1,jodhpur,1654436
Rajasthan,2023,1,sikar,1241633
Rajasthan,2023,1,ajmer,1146113
Rajasthan,2023,1,nagaur,1091225
Rajasthan,2023,1,kota,1079455
Rajasthan,2023,1,bhilwara,1065499
Rajasthan,2023,1,udaipur,992940
Rajasthan,2023,1,jhunjhunu,917983
Rajasthan,2023,2,jaipur,6490210
Rajasthan,2023,2,alwar,2015122
Rajasthan,2023,2,jodhpur,1723274
Rajasthan,2023,2,sikar,1295705
Rajasthan,2023,2,ajmer,1191890
Rajasthan,2023,2,nagaur,1140617
Rajasthan,2023,2,kota,1123468
Rajasthan,2023,2,bhilwara,1112475
Rajasthan,2023,2,udaipur,1034200
Rajasthan,2023,2,jhunjhunu,957879
Rajasthan,2023,3,jaipur,6745507
Rajasthan,2023,3,alwar,2100632
Rajasthan,2023,3,jodhpur,1793526
Rajasthan,2023,3,sikar,1350861
Rajasthan,2023,3,ajmer,1240780
Rajasthan,2023,3,nagaur,1190241
Rajasthan,2023,3,kota,1170118
Rajasthan,2023,3,bhilwara,1161222
Rajasthan,2023,3,udaipur,1075658
Rajasthan,2023,3,jhunjhunu,998478
Rajasthan,2023,4,jaipur,6983265
Rajasthan,2023,4,alwar,2179932
Rajasthan,2023,4,jodhpur,1857340
Rajasthan,2023,4,sikar,1402231
Rajasthan,2023,4,ajmer,1284233
Rajasthan,2023,4,nagaur,1236331
Rajasthan,2023,4,kota,1214016
Rajasthan,2023,4,bhilwara,1205003
Rajasthan,2023,4,udaipur,1115611
Rajasthan,2023,4,jhunjhunu,1036803
Rajasthan,2024,1,jaipur,7253881
Rajasthan,2024,1,alwar,2270393
Rajasthan,2024,1,jodhpur,1933181
Rajasthan,2024,1,sikar,1461236
Rajasthan,2024,1,ajmer,1334929
Rajasthan,2024,1,nagaur,1290786
Rajasthan,2024,1,kota,1264105
Rajasthan,2024,1,bhilwara,1256777
Rajasthan,2024,1,udaipur,1161696
Rajasthan,2024,1,jhunjhunu,1080420
Rajasthan,2024,2,jaipur,7522194
Rajasthan,2024,2,alwar,2357624
Rajasthan,2024,2,jodhpur,2004056
Rajasthan,2024,2,sikar,1517703
Rajasthan,2024,2,ajmer,1384040
Rajasthan,2024,2,nagaur,1340651
Rajasthan,2024,2,kota,1312699
Rajasthan,2024,2,bhilwara,1304282
Rajasthan,2024,2,udaipur,1205522
Rajasthan,2024,2,jhunjhunu,1122057
Sikkim,2018,1,east,12749
Sikkim,2018,1,south,3679
Sikkim,2018,1,west,2048
Sikkim,2018,1,north,1575
Sikkim,2018,2,east,17767
Sikkim,2018,2,south,5147
Sikkim,2018,2,west,2868
Sikkim,2018,2,north,2315
Sikkim,2018,3,east,23460
Sikkim,2018,3,south,6943
Sikkim,2018,3,west,4042
Sikkim,2018,3,north,3192
Sikkim,2018,4,east,29948
Sikkim,2018,4,south,8992
Sikkim,2018,4,west,5328
Sikkim,2018,4,north,4270
Sikkim,2019,1,east,36124
Sikkim,2019,1,south,11031
Sikkim,2019,1,west,6479
Sikkim,2019,1,north,5322
Sikkim,2019,2,east,43048
Sikkim,2019,2,south,13547
Sikkim,2019,2,west,8064
Sikkim,2019,2,north,6340
Sikkim,2019,3,east,49404
Sikkim,2019,3,south,16016
Sikkim,2019,3,west,9481
Sikkim,2019,3,north,7227
Sikkim,2019,4,east,55340
Sikkim,2019,4,south,18461
Sikkim,2019,4,west,11078
Sikkim,2019,4,north,8093
Sikkim,2020,1,east,61820
Sikkim,2020,1,south,21043
Sikkim,2020,1,west,12746
Sikkim,2020,1,north,9022
Sikkim,2020,2,east,69829
Sikkim,2020,2,south,24768
Sikkim,2020,2,west,15082
Sikkim,2020,2,north,10242
Sikkim,2020,3,east,78018
Sikkim,2020,3,south,28038
Sikkim,2020,3,west,17400
Sikkim,2020,3,north,11317
Sikkim,2020,4,east,85770
Sikkim,2020,4,south,31055
Sikkim,2020,4,west,19217
Sikkim,2020,4,north,12501
Sikkim,2021,1,east,92502
Sikkim,2021,1,south,33490
Sikkim,2021,1,west,20769
Sikkim,2021,1,north,13452
Sikkim,2021,2,east,99077
Sikkim,2021,2,south,35900
Sikkim,2021,2,west,22352
Sikkim,2021,2,north,14411
Sikkim,2021,3,east,106352
Sikkim,2021,3,south,38616
Sikkim,2021,3,west,24132
Sikkim,2021,3,north,15593
Sikkim,2021,4,east,113537
Sikkim,2021,4,south,41311
Sikkim,2021,4,west,25834
Sikkim,2021,4,north,16725
Sikkim,2022,1,east,120360
Sikkim,2022,1,south,43881
Sikkim,2022,1,west,27594
Sikkim,2022,1,north,17781
Sikkim,2022,2,east,126666
Sikkim,2022,2,south,46351
Sikkim,2022,2,west,29184
Sikkim,2022,2,north,18793
Sikkim,2022,3,east,133152
Sikkim,2022,3,south,48673
Sikkim,2022,3,west,30513
Sikkim,2022,3,north,19687
Sikkim,2022,4,east,139175
Sikkim,2022,4,south,50716
Sikkim,2022,4,west,31605
Sikkim,2022,4,north,20472
Sikkim,2023,1,east,145199
Sikkim,2023,1,south,52942
Sikkim,2023,1,west,32945
Sikkim,2023,1,north,21354
Sikkim,2023,2,east,150852
Sikkim,2023,2,south,55158
Sikkim,2023,2,west,34427
Sikkim,2023,2,north,22291
Sikkim,2023,3,east,156600
Sikkim,2023,3,south,57259
Sikkim,2023,3,west,35808
Sikkim,2023,3,north,23162
Sikkim,2023,4,east,162011
Sikkim,2023,4,south,59357
Sikkim,2023,4,west,37183
Sikkim,2023,4,north,24024
Sikkim,2024,1,east,168229
Sikkim,2024,1,south,61782
Sikkim,2024,1,west,38748
Sikkim,2024,1,north,25062
Sikkim,2024,2,east,174348
Sikkim,2024,2,south,64133
Sikkim,2024,2,west,40197
Sikkim,2024,2,north,25972
Tamil Nadu,2018,1,chennai,292004
Tamil Nadu,2018,1,thiruvallur,215622
Tamil Nadu,2018,1,chengalpattu,215210
Tamil Nadu,2018,1,coimbatore,170306
Tamil Nadu,2018,1,kancheepuram,136352
Tamil Nadu,2018,1,salem,88288
Tamil Nadu,2018,1,tiruppur,87652
Tamil Nadu,2018,1,madurai,72582
Tamil Nadu,2018,1,krishnagiri,66958
Tamil Nadu,2018,1,tiruchirappalli,62230
Tamil Nadu,2018,2,chennai,401349
Tamil Nadu,2018,2,thiruvallur,300210
Tamil Nadu,2018,2,chengalpattu,292432
Tamil Nadu,2018,2,coimbatore,244374
Tamil Nadu,2018,2,kancheepuram,188583
Tamil Nadu,2018,2,tiruppur,128535
Tamil Nadu,2018,2,salem,126830
Tamil Nadu,2018,2,madurai,105957
Tamil Nadu,2018,2,krishnagiri,96842
Tamil Nadu,2018,2,tiruchirappalli,91156
Tamil Nadu,2018,3,chennai,511138
Tamil Nadu,2018,3,thiruvallur,381620
Tamil Nadu,2018,3,chengalpattu,368413
Tamil Nadu,2018,3,coimbatore,318461
Tamil Nadu,2018,3,kancheepuram,239985
Tamil Nadu,2018,3,tiruppur,172195
Tamil Nadu,2018,3,salem,164489
Tamil Nadu,2018,3,madurai,138064
Tamil Nadu,2018,3,krishnagiri,128769
Tamil Nadu,2018,3,tiruchirappalli,119661
Tamil Nadu,2018,4,chennai,689276
Tamil Nadu,2018,4,thiruvallur,514830
Tamil Nadu,2018,4,chengalpattu,483785
Tamil Nadu,2018,4,coimbatore,415090
Tamil Nadu,2018,4,kancheepuram,318007
Tamil Nadu,2018,4,tiruppur,227253
Tamil Nadu,2018,4,salem,215365
Tamil Nadu,2018,4,madurai,183206
Tamil Nadu,2018,4,krishnagiri,172743
Tamil Nadu,2018,4,tiruchirappalli,160006
Tamil Nadu,2019,1,chennai,830586
Tamil Nadu,2019,1,thiruvallur,625908
Tamil Nadu,2019,1,chengalpattu,578045
Tamil Nadu,2019,1,coimbatore,495350
Tamil Nadu,2019,1,kancheepuram,385091
Tamil Nadu,2019,1,tiruppur,273869
Tamil Nadu,2019,1,salem,257624
Tamil Nadu,2019,1,madurai,224783
Tamil Nadu,2019,1,krishnagiri,212859
Tamil Nadu,2019,1,tiruchirappalli,193798
Tamil Nadu,2019,2,chennai,969955
Tamil Nadu,2019,2,thiruvallur,733978
Tamil Nadu,2019,2,chengalpattu,667137
Tamil Nadu,2019,2,coimbatore,584160
Tamil Nadu,2019,2,kancheepuram,447527
Tamil Nadu,2019,2,tiruppur,324350
Tamil Nadu,2019,2,salem,302033
Tamil Nadu,2019,2,madurai,268420
Tamil Nadu,2019,2,krishnagiri,252986
Tamil Nadu,2019,2,tiruchirappalli,229886
Tamil Nadu,2019,3,chennai,1090190
Tamil Nadu,2019,3,thiruvallur,828137
Tamil Nadu,2019,3,chengalpattu,744424
Tamil Nadu,2019,3,coimbatore,669547
Tamil Nadu,2019,3,kancheepuram,503192
Tamil Nadu,2019,3,tiruppur,371296
Tamil Nadu,2019,3,salem,342259
Tamil Nadu,2019,3,madurai,305793
Tamil Nadu,2019,3,krishnagiri,290478
Tamil Nadu,2019,3,tiruchirappalli,261919
Tamil Nadu,2019,4,chennai,1216610
Tamil Nadu,2019,4,thiruvallur,934744
Tamil Nadu,2019,4,chengalpattu,829575
Tamil Nadu,2019,4,coimbatore,767480
Tamil Nadu,2019,4,kancheepuram,564806
Tamil Nadu,2019,4,tiruppur,427694
Tamil Nadu,2019,4,salem,390301
Tamil Nadu,2019,4,madurai,351234
Tamil Nadu,2019,4,krishnagiri,335178
Tamil Nadu,2019,4,tiruchirappalli,299366
Tamil Nadu,2020,1,chennai,1340762
Tamil Nadu,2020,1,thiruvallur,1041642
Tamil Nadu,2020,1,chengalpattu,912587
Tamil Nadu,2020,1,coimbatore,868832
Tamil Nadu,2020,1,kancheepuram,626872
Tamil Nadu,2020,1,tiruppur,488697
Tamil Nadu,2020,1,salem,442045
Tamil Nadu,2020,1,madurai,402474
Tamil Nadu,2020,1,krishnagiri,379857
Tamil Nadu,2020,1,tiruchirappalli,339829
Tamil Nadu,2020,2,chennai,1436722
Tamil Nadu,2020,2,thiruvallur,1140330
Tamil Nadu,2020,2,chengalpattu,979769
Tamil Nadu,2020,2,coimbatore,958191
Tamil Nadu,2020,2,kancheepuram,678899
Tamil Nadu,2020,2,tiruppur,550609
Tamil Nadu,2020,2,salem,499360
Tamil Nadu,2020,2,madurai,456527
Tamil Nadu,2020,2,krishnagiri,424184
Tamil Nadu,2020,2,tiruchirappalli,383178
Tamil Nadu,2020,3,chennai,1566152
Tamil Nadu,2020,3,thiruvallur,1260923
Tamil Nadu,2020,3,coimbatore,1073680
Tamil Nadu,2020,3,chengalpattu,1064263
Tamil Nadu,2020,3,kancheepuram,744437
Tamil Nadu,2020,3,tiruppur,625391
Tamil Nadu,2020,3,salem,564858
Tamil Nadu,2020,3,madurai,516447
Tamil Nadu,2020,3,krishnagiri,480568
Tamil Nadu,2020,3,tiruchirappalli,433221
Tamil Nadu,2020,4,chennai,1731527
Tamil Nadu,2020,4,thiruvallur,1408348
Tamil Nadu,2020,4,coimbatore,1205249
Tamil Nadu,2020,4,chengalpattu,1170720
Tamil Nadu,2020,4,kancheepuram,829207
Tamil Nadu,2020,4,tiruppur,710489
Tamil Nadu,2020,4,salem,638883
Tamil Nadu,2020,4,madurai,582252
Tamil Nadu,2020,4,krishnagiri,545815
Tamil Nadu,2020,4,tiruchirappalli,487716
Tamil Nadu,2021,1,chennai,1865001
Tamil Nadu,2021,1,thiruvallur,1522407
Tamil Nadu,2021,1,coimbatore,1304141
Tamil Nadu,2021,1,chengalpattu,1259678
Tamil Nadu,2021,1,kancheepuram,895950
Tamil Nadu,2021,1,tiruppur,772074
Tamil Nadu,2021,1,salem,693137
Tamil Nadu,2021,1,madurai,630685
Tamil Nadu,2021,1,krishnagiri,592655
Tamil Nadu,2021,1,tiruchirappalli,527667
Tamil Nadu,2021,2,chennai,1988355
Tamil Nadu,2021,2,thiruvallur,1626966
Tamil Nadu,2021,2,coimbatore,1393621
Tamil Nadu,2021,2,chengalpattu,1344163
Tamil Nadu,2021,2,kancheepuram,957182
Tamil Nadu,2021,2,tiruppur,828168
Tamil Nadu,2021,2,salem,742566
Tamil Nadu,2021,2,madurai,675035
Tamil Nadu,2021,2,krishnagiri,635191
Tamil Nadu,2021,2,tiruchirappalli,565156
Tamil Nadu,2021,3,chennai,2124347
Tamil Nadu,2021,3,thiruvallur,1744228
Tamil Nadu,2021,3,coimbatore,1494350
Tamil Nadu,2021,3,chengalpattu,1438295
Tamil Nadu,2021,3,kancheepuram,1025651
Tamil Nadu,2021,3,tiruppur,891753
Tamil Nadu,2021,3,salem,798213
Tamil Nadu,2021,3,madurai,725021
Tamil Nadu,2021,3,krishnagiri,683549
Tamil Nadu,2021,3,tiruchirappalli,607438
Tamil Nadu,2021,4,chennai,2261346
Tamil Nadu,2021,4,thiruvallur,1860992
Tamil Nadu,2021,4,coimbatore,1594082
Tamil Nadu,2021,4,chengalpattu,1532535
Tamil Nadu,2021,4,kancheepuram,1094222
Tamil Nadu,2021,4,tiruppur,954674
Tamil Nadu,2021,4,salem,853064
Tamil Nadu,2021,4,madurai,774490
Tamil Nadu,2021,4,krishnagiri,731018
Tamil Nadu,2021,4,tiruchirappalli,649095
Tamil Nadu,2022,1,chennai,2388315
Tamil Nadu,2022,1,thiruvallur,1970646
Tamil Nadu,2022,1,coimbatore,1687096
Tamil Nadu,2022,1,chengalpattu,1621177
Tamil Nadu,2022,1,kancheepuram,1158719
Tamil Nadu,2022,1,tiruppur,1014036
Tamil Nadu,2022,1,salem,905104
Tamil Nadu,2022,1,madurai,820952
Tamil Nadu,2022,1,krishnagiri,776101
Tamil Nadu,2022,1,tiruchirappalli,688562
Tamil Nadu,2022,2,chennai,2509588
Tamil Nadu,2022,2,thiruvallur,2075274
Tamil Nadu,2022,2,coimbatore,1775760
Tamil Nadu,2022,2,chengalpattu,1704864
Tamil Nadu,2022,2,kancheepuram,1220237
Tamil Nadu,2022,2,tiruppur,1070480
Tamil Nadu,2022,2,salem,954155
Tamil Nadu,2022,2,madurai,864806
Tamil Nadu,2022,2,krishnagiri,818552
Tamil Nadu,2022,2,tiruchirappalli,725751
Tamil Nadu,2022,3,chennai,2635738
Tamil Nadu,2022,3,thiruvallur,2183990
Tamil Nadu,2022,3,coimbatore,1867655
Tamil Nadu,2022,3,chengalpattu,1791530
Tamil Nadu,2022,3,kancheepuram,1284243
Tamil Nadu,2022,3,tiruppur,1128474
Tamil Nadu,2022,3,salem,1005031
Tamil Nadu,2022,3,madurai,910111
Tamil Nadu,2022,3,krishnagiri,862231
Tamil Nadu,2022,3,tiruchirappalli,763327
Tamil Nadu,2022,4,chennai,2763151
Tamil Nadu,2022,4,thiruvallur,2290089
Tamil Nadu,2022,4,coimbatore,1955681
Tamil Nadu,2022,4,chengalpattu,1876163
Tamil Nadu,2022,4,kancheepuram,1346845
Tamil Nadu,2022,4,tiruppur,1183174
Tamil Nadu,2022,4,salem,1052099
Tamil Nadu,2022,4,madurai,953739
Tamil Nadu,2022,4,krishnagiri,902906
Tamil Nadu,2022,4,tiruchirappalli,798742
Tamil Nadu,2023,1,chennai,2885933
Tamil Nadu,2023,1,thiruvallur,2393917
Tamil Nadu,2023,1,coimbatore,2042019
Tamil Nadu,2023,1,chengalpattu,1959401
Tamil Nadu,2023,1,kancheepuram,1408216
Tamil Nadu,2023,1,tiruppur,1237941
Tamil Nadu,2023,1,salem,1100202
Tamil Nadu,2023,1,madurai,996514
Tamil Nadu,2023,1,krishnagiri,944553
Tamil Nadu,2023,1,tiruchirappalli,834366
Tamil Nadu,2023,2,chennai,2987502
Tamil Nadu,2023,2,thiruvallur,2484893
Tamil Nadu,2023,2,coimbatore,2118883
Tamil Nadu,2023,2,chengalpattu,2031529
Tamil Nadu,2023,2,kancheepuram,1461910
Tamil Nadu,2023,2,tiruppur,1289806
Tamil Nadu,2023,2,salem,1144842
Tamil Nadu,2023,2,madurai,1035842
Tamil Nadu,2023,2,krishnagiri,983032
Tamil Nadu,2023,2,tiruchirappalli,868289
Tamil Nadu,2023,3,chennai,3098864
Tamil Nadu,2023,3,thiruvallur,2582607
Tamil Nadu,2023,3,coimbatore,2200165
Tamil Nadu,2023,3,chengalpattu,2109212
Tamil Nadu,2023,3,kancheepuram,1519225
Tamil Nadu,2023,3,tiruppur,1341973
Tamil Nadu,2023,3,salem,1191010
Tamil Nadu,2023,3,madurai,1076620
Tamil Nadu,2023,3,krishnagiri,1023066
Tamil Nadu,2023,3,tiruchirappalli,903048
Tamil Nadu,2023,4,chennai,3205005
Tamil Nadu,2023,4,thiruvallur,2676065
Tamil Nadu,2023,4,coimbatore,2277873
Tamil Nadu,2023,4,chengalpattu,2183205
Tamil Nadu,2023,4,kancheepuram,1574315
Tamil Nadu,2023,4,tiruppur,1392956
Tamil Nadu,2023,4,salem,1236133
Tamil Nadu,2023,4,madurai,1115928
Tamil Nadu,2023,4,krishnagiri,1060928
Tamil Nadu,2023,4,tiruchirappalli,936873
Tamil Nadu,2024,1,chennai,3324538
Tamil Nadu,2024,1,thiruvallur,2781638
Tamil Nadu,2024,1,coimbatore,2365485
Tamil Nadu,2024,1,chengalpattu,2267245
Tamil Nadu,2024,1,kancheepuram,1636613
Tamil Nadu,2024,1,tiruppur,1450347
Tamil Nadu,2024,1,salem,1286923
Tamil Nadu,2024,1,madurai,1160424
Tamil Nadu,2024,1,krishnagiri,1103984
Tamil Nadu,2024,1,tiruchirappalli,974721
Tamil Nadu,2024,2,chennai,3447286
Tamil Nadu,2024,2,thiruvallur,2888323
Tamil Nadu,2024,2,coimbatore,2453619
Tamil Nadu,2024,2,chengalpattu,2351888
Tamil Nadu,2024,2,kancheepuram,1698969
Tamil Nadu,2024,2,tiruppur,1506694
Tamil Nadu,2024,2,salem,1337032
Tamil Nadu,2024,2,madurai,1205081
Tamil Nadu,2024,2,krishnagiri,1146774
Tamil Nadu,2024,2,tiruchirappalli,1012247
Telangana,2018,1,hyderabad,655175
Telangana,2018,1,rangareddy,635175
Telangana,2018,1,medchal malkajgiri,549429
Telangana,2018,1,sangareddy,142807
Telangana,2018,1,warangal urban,133840
Telangana,2018,1,karimnagar,100028
Telangana,2018,1,khammam,84941
Telangana,2018,1,nalgonda,84459
Telangana,2018,1,nizamabad,77516
Telangana,2018,1,peddapalle,67418
Telangana,2018,2,hyderabad,842483
Telangana,2018,2,rangareddy,804959
Telangana,2018,2,medchal malkajgiri,696211
Telangana,2018,2,sangareddy,182673
Telangana,2018,2,warangal urban,171260
Telangana,2018,2,karimnagar,126122
Telangana,2018,2,khammam,111361
Telangana,2018,2,nalgonda,110668
Telangana,2018,2,nizamabad,100652
Telangana,2018,2,peddapalle,86033
Telangana,2018,3,hyderabad,1024241
Telangana,2018,3,rangareddy,963186
Telangana,2018,3,medchal malkajgiri,828425
Telangana,2018,3,sangareddy,220802
Telangana,2018,3,warangal urban,199919
Telangana,2018,3,karimnagar,148562
Telangana,2018,3,khammam,135353
Telangana,2018,3,nalgonda,134723
Telangana,2018,3,nizamabad,120650
Telangana,2018,3,peddapalle,102365
Telangana,2018,4,hyderabad,1336872
Telangana,2018,4,rangareddy,1217664
Telangana,2018,4,medchal malkajgiri,1056739
Telangana,2018,4,sangareddy,281038
Telangana,2018,4,warangal urban,249500
Telangana,2018,4,karimnagar,182600
Telangana,2018,4,nalgonda,171002
Telangana,2018,4,khammam,168485
Telangana,2018,4,nizamabad,150190
Telangana,2018,4,peddapalle,124191
Telangana,2019,1,hyderabad,1638436
Telangana,2019,1,rangareddy,1470874
Telangana,2019,1,medchal malkajgiri,1279531
Telangana,2019,1,sangareddy,346529
Telangana,2019,1,warangal urban,301881
Telangana,2019,1,karimnagar,218609
Telangana,2019,1,nalgonda,211184
Telangana,2019,1,khammam,206049
Telangana,2019,1,nizamabad,186351
Telangana,2019,1,siddipet,152281
Telangana,2019,2,hyderabad,1856926
Telangana,2019,2,rangareddy,1651300
Telangana,2019,2,medchal malkajgiri,1428880
Telangana,2019,2,sangareddy,395371
Telangana,2019,2,warangal urban,342602
Telangana,2019,2,karimnagar,246886
Telangana,2019,2,nalgonda,243227
Telangana,2019,2,khammam,239435
Telangana,2019,2,nizamabad,217841
Telangana,2019,2,siddipet,175413
Telangana,2019,3,hyderabad,2071673
Telangana,2019,3,rangareddy,1826019
Telangana,2019,3,medchal malkajgiri,1572320
Telangana,2019,3,sangareddy,441944
Telangana,2019,3,warangal urban,381730
Telangana,2019,3,karimnagar,274735
Telangana,2019,3,nalgonda,274568
Telangana,2019,3,khammam,270101
Telangana,2019,3,nizamabad,248977
Telangana,2019,3,siddipet,196397
Telangana,2019,4,hyderabad,2283903
Telangana,2019,4,rangareddy,2001437
Telangana,2019,4,medchal malkajgiri,1714832
Telangana,2019,4,sangareddy,493353
Telangana,2019,4,warangal urban,421970
Telangana,2019,4,nalgonda,312849
Telangana,2019,4,karimnagar,305507
Telangana,2019,4,khammam,304804
Telangana,2019,4,nizamabad,284623
Telangana,2019,4,siddipet,221164
Telangana,2020,1,hyderabad,2483843
Telangana,2020,1,rangareddy,2166829
Telangana,2020,1,medchal malkajgiri,1845599
Telangana,2020,1,sangareddy,542540
Telangana,2020,1,warangal urban,457591
Telangana,2020,1,nalgonda,351793
Telangana,2020,1,khammam,340747
Telangana,2020,1,karimnagar,334300
Telangana,2020,1,nizamabad,320572
Telangana,2020,1,siddipet,245168
Telangana,2020,2,hyderabad,2653534
Telangana,2020,2,rangareddy,2313748
Telangana,2020,2,medchal malkajgiri,1963353
Telangana,2020,2,sangareddy,593360
Telangana,2020,2,warangal urban,495066
Telangana,2020,2,nalgonda,393199
Telangana,2020,2,khammam,380382
Telangana,2020,2,karimnagar,362986
Telangana,2020,2,nizamabad,362663
Telangana,2020,2,siddipet,269076
Telangana,2020,3,hyderabad,2875965
Telangana,2020,3,rangareddy,2495699
Telangana,2020,3,medchal malkajgiri,2111567
Telangana,2020,3,sangareddy,649580
Telangana,2020,3,warangal urban,535485
Telangana,2020,3,nalgonda,435022
Telangana,2020,3,khammam,421101
Telangana,2020,3,nizamabad,405678
Telangana,2020,3,karimnagar,394328
Telangana,2020,3,bhadradri kothagudem,297785
Telangana,2020,4,hyderabad,3142385
Telangana,2020,4,rangareddy,2704868
Telangana,2020,4,medchal malkajgiri,2282695
Telangana,2020,4,sangareddy,711551
Telangana,2020,4,warangal urban,579306
Telangana,2020,4,nalgonda,478409
Telangana,2020,4,khammam,461801
